cluster,n,m,modularity,connectivity,connectivity_normalized_log10(n),connectivity_normalized_log2(n),connectivity_normalized_sqrt(n)/5,conductance
108,512,2959,0.00041308745426885395,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9076452503940449
120,512,3277,0.00047410566442579493,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8293362497721533
301,512,3198,0.0004660654067762254,0.0,0.0,0.0,0.0,0.7756576639775518
69,509,1164,0.0001688401458563585,0.0,0.0,0.0,0.0,0.889416682500475
254,512,3120,0.0004569361609310319,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6796056685150955
236,511,1695,0.00024544271841192545,0.0,0.0,0.0,0.0,0.8739214519488248
195,512,2189,0.00031307080724961447,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8923980632634503
222,512,14000,0.001919832360119181,0.0,0.0,0.0,0.0,0.8257677110233036
291,511,1576,0.00023022270772909414,0.0,0.0,0.0,0.0,0.8181398569120701
88,512,15057,0.0019800563295159536,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8555066671144997
30,512,2101,0.00028189347519299614,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9407233946507166
147,511,5983,0.0008762079648564761,0.0,0.0,0.0,0.0,0.5577648015374381
110,512,5089,0.0007281189972581017,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8347807736636202
20,512,3016,0.0004281366535999648,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8874920729660163
8,512,2263,0.00032687188193772105,0.0,0.0,0.0,0.0,0.8645599545141694
170,512,2599,0.0003720270124726245,0.0,0.0,0.0,0.0,0.8809600146567124
71,509,1183,0.0001716727077323616,1.0,0.36945115095696524,0.1112158783706281,0.22162110358896814,0.8867237994925073
300,511,1296,0.00018926280949773847,0.0,0.0,0.0,0.0,0.8385147342844682
78,512,4436,0.0006485346209820306,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6758376265117468
237,512,2664,0.00038646584073834337,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8319666961019301
333,507,834,0.0001213931184110343,0.0,0.0,0.0,0.0,0.8923106720898702
139,509,1448,0.00021066407738522144,0.0,0.0,0.0,0.0,0.861149733902287
90,512,1740,0.00023196868260464846,0.0,0.0,0.0,0.0,0.9477555922534154
53,512,3979,0.0005762867564782392,0.0,0.0,0.0,0.0,0.8056417144950544
112,512,5431,0.0007821806214795377,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8049735164736511
270,512,4464,0.0006512839987148666,0.0,0.0,0.0,0.0,0.7179859751089772
225,512,3450,0.0004893200509990599,0.0,0.0,0.0,0.0,0.8810816400392948
260,512,1856,0.00027218425442696975,0.0,0.0,0.0,0.0,0.7047172062683955
169,512,1599,0.00022835799235460693,0.0,0.0,0.0,0.0,0.9102769127177847
326,502,932,0.00013652243589593998,0.0,0.0,0.0,0.0,0.8208381391772396
135,508,1317,0.0001910848673022724,0.0,0.0,0.0,0.0,0.881233654973397
26,512,6983,0.0009944310720040846,0.0,0.0,0.0,0.0,0.820764887063655
118,512,1890,0.00027210578732953666,0.0,0.0,0.0,0.0,0.8858730110805834
38,512,2864,0.00041351883305127595,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8492274486062489
233,512,5053,0.0007192117970681259,0.0,0.0,0.0,0.0,0.8487148395982096
179,507,932,0.00013570563595779724,0.0,0.0,0.0,0.0,0.8842236024844721
44,512,3069,0.00043324223784616,0.0,0.0,0.0,0.0,0.8942963422194669
320,511,2056,0.00030037611728919223,0.0,0.0,0.0,0.0,0.7905567157337137
34,512,2243,0.0002952691815746969,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9439859153170926
212,512,5199,0.0007095376102345456,0.0,0.0,0.0,0.0,0.8971462485780701
111,512,4608,0.0006557009484263569,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.856092190940179
130,512,3004,0.0004374008485552747,0.0,0.0,0.0,0.0,0.792197011621472
294,493,733,0.0001069578670878295,0.0,0.0,0.0,0.0,0.8847212392859951
177,185,149,2.188991276663579e-05,0.0,0.0,0.0,0.0,0.8728668941979523
186,509,1044,0.00014982627330806445,0.0,0.0,0.0,0.0,0.9207770526635302
227,512,5444,0.000781209562110857,0.0,0.0,0.0,0.0,0.8194062033504728
191,512,1788,0.00025373411709981463,0.0,0.0,0.0,0.0,0.9137544316619637
100,511,942,0.00013455097039462527,0.0,0.0,0.0,0.0,0.9309536025800776
207,511,1466,0.00021174366338945662,1.0,0.3692188315155379,0.11114594325018258,0.22118697760190442,0.8911008765413757
142,508,1420,0.00020703240741152266,0.0,0.0,0.0,0.0,0.847081628257592
79,510,1987,0.000289377646677281,1.0,0.3693348408206978,0.11118086553081183,0.22140372138502384,0.8293248582717746
91,512,5980,0.0008114207770333377,0.0,0.0,0.0,0.0,0.8935573731098869
188,509,1521,0.00022217515560366027,1.0,0.36945115095696524,0.1112158783706281,0.22162110358896814,0.8220844543221429
68,512,3275,0.00047770948463983796,0.0,0.0,0.0,0.0,0.7615146550154742
218,511,5749,0.000831321471996307,1.0,0.3692188315155379,0.11114594325018258,0.22118697760190442,0.7773086458010536
96,512,5985,0.0008618644081642946,0.0,0.0,0.0,0.0,0.7958417901792567
209,503,682,9.928270069918493e-05,0.0,0.0,0.0,0.0,0.9019692396147765
286,512,3164,0.0004601763351914904,0.0,0.0,0.0,0.0,0.7975299161707301
198,397,623,9.11989816311996e-05,0.0,0.0,0.0,0.0,0.86361646234676
157,511,2679,0.0003837685229453947,0.0,0.0,0.0,0.0,0.8774586039703596
330,507,3542,0.0005199018394351477,0.0,0.0,0.0,0.0,0.5178000136137771
162,511,3569,0.0005177622142924656,0.0,0.0,0.0,0.0,0.8053980370774264
87,512,3014,0.00041993148852106677,0.0,0.0,0.0,0.0,0.908462788331587
64,512,3570,0.0005106974483209654,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8620369833632833
319,512,3664,0.0005358958172737907,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6949081976768392
249,511,1365,0.00019659980381823785,0.0,0.0,0.0,0.0,0.9021049234410299
235,512,2800,0.00039887812809637517,0.0,0.0,0.0,0.0,0.885907544363629
134,512,5526,0.0008039216081832447,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.7292835272504593
137,511,2564,0.0003742575550552102,0.0,0.0,0.0,0.0,0.7798952699802558
173,512,4984,0.000703429384220656,0.0,0.0,0.0,0.0,0.865631402997951
175,510,1198,0.00017458302291987362,0.0,0.0,0.0,0.0,0.8630778901651522
65,511,1735,0.0002496460346966672,1.0,0.3692188315155379,0.11114594325018258,0.22118697760190442,0.8920717862585923
2,512,1623,0.00022550151699183708,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9344335144525017
59,512,5357,0.0007751793521891699,0.0,0.0,0.0,0.0,0.780563236047107
16,512,6118,0.0008900587617269531,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.714964591874767
178,501,769,0.00011164317644127054,0.0,0.0,0.0,0.0,0.9071872548427976
172,512,9390,0.0013381759331948103,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.789836502198995
61,512,3217,0.000444086037589006,0.0,0.0,0.0,0.0,0.9123779433193969
269,512,11603,0.0016890540333586177,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.5963542119636117
39,512,1891,0.00026724659778909997,0.0,0.0,0.0,0.0,0.9158994885479208
273,508,1431,0.00020919876707712048,0.0,0.0,0.0,0.0,0.8166324961558176
7,512,1586,0.0002203291301482318,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.9352639849792853
288,511,2180,0.0003180513549837669,1.0,0.3692188315155379,0.11114594325018258,0.22118697760190442,0.8030713640469738
290,510,1443,0.00021052135866335273,0.0,0.0,0.0,0.0,0.8400221729490022
206,512,1659,0.00024037232700342394,0.0,0.0,0.0,0.0,0.8728784337764837
165,512,3713,0.0005321436582915689,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8544406766371994
45,510,583,8.38757411144479e-05,0.0,0.0,0.0,0.0,0.9376203723518083
124,512,2245,0.00032581072145953366,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8435267468200035
295,512,4632,0.0006748870589892624,0.0,0.0,0.0,0.0,0.7334254143646409
311,512,2629,0.00038540814920445257,0.0,0.0,0.0,0.0,0.6669411541141446
316,512,5098,0.0007440908262048695,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6908335607507808
123,512,3474,0.00048661136362492175,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8966532797858099
133,512,5695,0.0008321685386120811,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.6469858980319232
280,506,905,0.0001319554388954,0.0,0.0,0.0,0.0,0.8774708908746277
203,493,603,8.793299507177012e-05,0.0,0.0,0.0,0.0,0.8992565366301897
228,509,1325,0.00019166685159808565,0.0,0.0,0.0,0.0,0.891977824881787
125,512,8201,0.0011986550787713925,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.568232073286301
284,512,2436,0.00035625191356785865,0.0,0.0,0.0,0.0,0.7534163376860006
277,512,2441,0.0003553583763649606,1.0,0.3691031216541514,0.1111111111111111,0.2209708691207961,0.8143443869790082
289,302,492,7.214097376448606e-05,0.0,0.0,0.0,0.0,0.8516284680337757
83,511,3096,0.0004465156200314883,0.0,0.0,0.0,0.0,0.8476902641806464
334,418,514,7.518365460473053e-05,0.0,0.0,0.0,0.0,0.8849210791447442
